{'sample_size': 1000, 'difference': -106, 'noise': 0.05, 'n': 60, 'shap_error': 0.0015647491609141547}
{'sample_size': 1000, 'difference': -27, 'noise': 0.1, 'n': 60, 'shap_error': 0.000899091588574051}
{'sample_size': 1000, 'difference': -96, 'noise': 0.5, 'n': 60, 'shap_error': 0.00580961007136977}
{'sample_size': 1000, 'difference': -71, 'noise': 1, 'n': 60, 'shap_error': 0.010662666844327678}
{'sample_size': 1000, 'difference': -115, 'noise': 0.0005, 'n': 60, 'shap_error': 0.0006369501773713926}
{'sample_size': 1000, 'difference': -69, 'noise': 0.001, 'n': 60, 'shap_error': 0.0005728312271833426}
{'sample_size': 1000, 'difference': -74, 'noise': 0.005, 'n': 60, 'shap_error': 0.0006701995489854235}
{'sample_size': 1000, 'difference': -85, 'noise': 0.01, 'n': 60, 'shap_error': 0.0007367479579503028}
{'sample_size': 1000, 'difference': -89, 'noise': 0.05, 'n': 60, 'shap_error': 0.0007020640042041931}
{'sample_size': 1000, 'difference': -95, 'noise': 0.1, 'n': 60, 'shap_error': 0.0008817791249239464}
{'sample_size': 1000, 'difference': -28, 'noise': 0.5, 'n': 60, 'shap_error': 0.007014779847164591}
{'sample_size': 1000, 'difference': -72, 'noise': 1, 'n': 60, 'shap_error': 0.027688390784407622}
