{'sample_size': 1000, 'difference': -2, 'noise': 0.005, 'n': 10, 'shap_error': 0.0009954242736084065, 'weighted_error': 1.0000302971444675}
{'sample_size': 1000, 'difference': -1, 'noise': 0.01, 'n': 10, 'shap_error': 0.0016107648794745767, 'weighted_error': 1.00004900948573}
{'sample_size': 1000, 'difference': 2, 'noise': 0.05, 'n': 10, 'shap_error': 0.00029414215998013683, 'weighted_error': 1.0000086623259816}
{'sample_size': 1000, 'difference': -7, 'noise': 0.1, 'n': 10, 'shap_error': 0.0021360015383864303, 'weighted_error': 1.0000626437920033}
{'sample_size': 1000, 'difference': -4, 'noise': 0.5, 'n': 10, 'shap_error': 0.018851195904538917, 'weighted_error': 1.0001995866433637}
{'sample_size': 1000, 'difference': -1, 'noise': 1, 'n': 10, 'shap_error': 0.042504367728864456, 'weighted_error': 1.000608855600817}
{'sample_size': 1000, 'difference': -9, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0009068898926414104, 'weighted_error': 1.0000433705161922}
{'sample_size': 1000, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.00041076354886649183, 'weighted_error': 1.000019637923613}
{'sample_size': 1000, 'difference': -3, 'noise': 0.005, 'n': 10, 'shap_error': 0.0005105862146631188, 'weighted_error': 1.0000244040977009}
{'sample_size': 1000, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.0007854116628064351, 'weighted_error': 1.0000375089504168}
{'sample_size': 1000, 'difference': -1, 'noise': 0.05, 'n': 10, 'shap_error': 0.0012672594621527442, 'weighted_error': 1.000058817249023}
{'sample_size': 1000, 'difference': 2, 'noise': 0.1, 'n': 10, 'shap_error': 0.00015315656210260927, 'weighted_error': 1.0000034728288774}
{'sample_size': 1000, 'difference': -2, 'noise': 0.5, 'n': 10, 'shap_error': 0.01007873839369491, 'weighted_error': 1.0004271842804207}
{'sample_size': 1000, 'difference': 3, 'noise': 1, 'n': 10, 'shap_error': 0.029282344291221913, 'weighted_error': 1.0013932769395912}
{'sample_size': 1000, 'difference': -3, 'noise': 0.0005, 'n': 10, 'shap_error': 0.002646814744562831, 'weighted_error': 1.0000607960078178}
{'sample_size': 1000, 'difference': 3, 'noise': 0.001, 'n': 10, 'shap_error': 0.0035617515013806568, 'weighted_error': 1.0000817890769689}
{'sample_size': 1000, 'difference': -6, 'noise': 0.005, 'n': 10, 'shap_error': 0.0013657946643374696, 'weighted_error': 1.00003136072795}
{'sample_size': 1000, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.0015743303898138564, 'weighted_error': 1.0000361310185995}
{'sample_size': 1000, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.0014851849827858567, 'weighted_error': 1.0000340088419684}
{'sample_size': 1000, 'difference': -5, 'noise': 0.1, 'n': 10, 'shap_error': 0.002545698841551502, 'weighted_error': 1.0000371052066097}
{'sample_size': 1000, 'difference': 2, 'noise': 0.5, 'n': 10, 'shap_error': 0.017684617594089753, 'weighted_error': 1.0001567234998876}
{'sample_size': 1000, 'difference': -5, 'noise': 1, 'n': 10, 'shap_error': 0.03848002650652185, 'weighted_error': 1.0006698391405084}
{'sample_size': 1000, 'difference': -3, 'noise': 0.0005, 'n': 10, 'shap_error': 0.004492320326265091, 'weighted_error': 1.0000551638151016}
{'sample_size': 1000, 'difference': -1, 'noise': 0.001, 'n': 10, 'shap_error': 0.0032824542365603947, 'weighted_error': 1.0000403115076564}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.0017020376317538745, 'weighted_error': 1.0000208903709478}
{'sample_size': 1000, 'difference': 5, 'noise': 0.01, 'n': 10, 'shap_error': 0.0011922632409185677, 'weighted_error': 1.0000146468180928}
{'sample_size': 1000, 'difference': -2, 'noise': 0.05, 'n': 10, 'shap_error': 0.0017634914095622089, 'weighted_error': 1.0000207718821696}
{'sample_size': 1000, 'difference': -10, 'noise': 0.1, 'n': 10, 'shap_error': 0.003686620058122268, 'weighted_error': 1.0000448807972164}
{'sample_size': 1000, 'difference': 3, 'noise': 0.5, 'n': 10, 'shap_error': 0.013772503316541767, 'weighted_error': 1.000165003858751}
{'sample_size': 1000, 'difference': -4, 'noise': 1, 'n': 10, 'shap_error': 0.03731246781311521, 'weighted_error': 1.0003885314885668}
{'sample_size': 1000, 'difference': -4, 'noise': 0.0005, 'n': 10, 'shap_error': 0.014478469189877167, 'weighted_error': 1.0000607321021953}
{'sample_size': 1000, 'difference': -7, 'noise': 0.001, 'n': 10, 'shap_error': 0.022179647215938843, 'weighted_error': 1.0000930349432986}
{'sample_size': 1000, 'difference': -3, 'noise': 0.005, 'n': 10, 'shap_error': 0.010358569326895353, 'weighted_error': 1.000043439412321}
{'sample_size': 1000, 'difference': 1, 'noise': 0.01, 'n': 10, 'shap_error': 0.010173965216415379, 'weighted_error': 1.000042660060964}
{'sample_size': 1000, 'difference': -4, 'noise': 0.05, 'n': 10, 'shap_error': 0.0044892372897663655, 'weighted_error': 1.000018462777169}
{'sample_size': 1000, 'difference': -2, 'noise': 0.1, 'n': 10, 'shap_error': 0.008481912966409197, 'weighted_error': 1.0000355674474923}
{'sample_size': 1000, 'difference': 1, 'noise': 0.5, 'n': 10, 'shap_error': 0.02143092090269585, 'weighted_error': 1.0000894023168134}
{'sample_size': 1000, 'difference': -10, 'noise': 1, 'n': 10, 'shap_error': 0.04858572119542155, 'weighted_error': 1.0001957514323605}
{'sample_size': 1000, 'difference': -1, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0025649396012396323, 'weighted_error': 1.0001090700656874}
{'sample_size': 1000, 'difference': 3, 'noise': 0.001, 'n': 10, 'shap_error': 0.0005648047251465008, 'weighted_error': 1.0000240169333896}
{'sample_size': 1000, 'difference': 1, 'noise': 0.005, 'n': 10, 'shap_error': 0.0017475232455285935, 'weighted_error': 1.0000742977380916}
{'sample_size': 1000, 'difference': -3, 'noise': 0.01, 'n': 10, 'shap_error': 0.0015866248370520445, 'weighted_error': 1.000067421657887}
{'sample_size': 1000, 'difference': -6, 'noise': 0.05, 'n': 10, 'shap_error': 0.0014897551712990068, 'weighted_error': 1.0000544277081127}
{'sample_size': 1000, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.0022379343243695733, 'weighted_error': 1.0000840183757869}
{'sample_size': 1000, 'difference': -8, 'noise': 0.5, 'n': 10, 'shap_error': 0.001970027306744699, 'weighted_error': 1.000059239936126}
{'sample_size': 1000, 'difference': 1, 'noise': 1, 'n': 10, 'shap_error': 0.06227848981965807, 'weighted_error': 1.0015334422014892}
{'sample_size': 1000, 'difference': -2, 'noise': 0.0005, 'n': 10, 'shap_error': 0.001659131133269902, 'weighted_error': 1.0000809877529009}
{'sample_size': 1000, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.0019973341672293006, 'weighted_error': 1.0000974778527438}
{'sample_size': 1000, 'difference': 1, 'noise': 0.005, 'n': 10, 'shap_error': 0.0006129210069206153, 'weighted_error': 1.000029857842888}
{'sample_size': 1000, 'difference': 4, 'noise': 0.01, 'n': 10, 'shap_error': 0.0010634217353915408, 'weighted_error': 1.0000519019254264}
{'sample_size': 1000, 'difference': 10, 'noise': 0.05, 'n': 10, 'shap_error': 0.000309078149390968, 'weighted_error': 1.0000127400191188}
{'sample_size': 1000, 'difference': -4, 'noise': 0.1, 'n': 10, 'shap_error': 0.0011651015692866519, 'weighted_error': 1.0000410803640174}
{'sample_size': 1000, 'difference': -5, 'noise': 0.5, 'n': 10, 'shap_error': 0.012263561766688209, 'weighted_error': 1.0003640870849482}
{'sample_size': 1000, 'difference': -2, 'noise': 1, 'n': 10, 'shap_error': 0.06739961329616685, 'weighted_error': 1.0014156198000754}
{'sample_size': 1000, 'difference': 1, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0027893196866236704, 'weighted_error': 1.0000332575743238}
{'sample_size': 1000, 'difference': -4, 'noise': 0.001, 'n': 10, 'shap_error': 0.01750168471032315, 'weighted_error': 1.0002086530689513}
{'sample_size': 1000, 'difference': 2, 'noise': 0.005, 'n': 10, 'shap_error': 0.002171725153334635, 'weighted_error': 1.0000258754825013}
{'sample_size': 1000, 'difference': 1, 'noise': 0.01, 'n': 10, 'shap_error': 0.00504383695754411, 'weighted_error': 1.0000601322065583}
{'sample_size': 1000, 'difference': 1, 'noise': 0.05, 'n': 10, 'shap_error': 0.008923784930023198, 'weighted_error': 1.000106296648731}
{'sample_size': 1000, 'difference': -13, 'noise': 0.1, 'n': 10, 'shap_error': 0.007413249520662341, 'weighted_error': 1.0000870772933343}
{'sample_size': 1000, 'difference': 4, 'noise': 0.5, 'n': 10, 'shap_error': 0.00819631122022328, 'weighted_error': 1.0000893029489943}
{'sample_size': 1000, 'difference': -3, 'noise': 1, 'n': 10, 'shap_error': 0.04311779944401352, 'weighted_error': 1.0003834414210024}
{'sample_size': 1000, 'difference': -3, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0004366585236513378, 'weighted_error': 1.0000398587174424}
{'sample_size': 1000, 'difference': -2, 'noise': 0.001, 'n': 10, 'shap_error': 0.0004248813476352486, 'weighted_error': 1.0000387785826677}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.00136367638422529, 'weighted_error': 1.000124457725113}
{'sample_size': 1000, 'difference': 8, 'noise': 0.01, 'n': 10, 'shap_error': 0.00013998466829889502, 'weighted_error': 1.0000119639336829}
{'sample_size': 1000, 'difference': -4, 'noise': 0.05, 'n': 10, 'shap_error': 0.0007602131737036021, 'weighted_error': 1.0000676247279268}
{'sample_size': 1000, 'difference': 1, 'noise': 0.1, 'n': 10, 'shap_error': 0.0005916513042253116, 'weighted_error': 1.0000383059175206}
{'sample_size': 1000, 'difference': -1, 'noise': 0.5, 'n': 10, 'shap_error': 0.039977219488179026, 'weighted_error': 1.0005539898319822}
{'sample_size': 1000, 'difference': -5, 'noise': 1, 'n': 10, 'shap_error': 0.0591928617199594, 'weighted_error': 1.0037510410029635}
{'sample_size': 1000, 'difference': 1, 'noise': 0.0005, 'n': 10, 'shap_error': 0.002812395983478602, 'weighted_error': 1.000037667149027}
{'sample_size': 1000, 'difference': -6, 'noise': 0.001, 'n': 10, 'shap_error': 0.003228439953665757, 'weighted_error': 1.0000432358610434}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.004692659792926983, 'weighted_error': 1.0000628399529157}
{'sample_size': 1000, 'difference': 8, 'noise': 0.01, 'n': 10, 'shap_error': 0.003170679675677149, 'weighted_error': 1.0000424546815825}
{'sample_size': 1000, 'difference': 2, 'noise': 0.05, 'n': 10, 'shap_error': 0.003409568649512502, 'weighted_error': 1.000045620694175}
{'sample_size': 1000, 'difference': 1, 'noise': 0.1, 'n': 10, 'shap_error': 0.00648508133087281, 'weighted_error': 1.0000866991988362}
{'sample_size': 1000, 'difference': 5, 'noise': 0.5, 'n': 10, 'shap_error': 0.013172359745746504, 'weighted_error': 1.0001725839643356}
{'sample_size': 1000, 'difference': 2, 'noise': 1, 'n': 10, 'shap_error': 0.15248668618950104, 'weighted_error': 1.0005898679824183}
{'sample_size': 1000, 'difference': 6, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0016463252741469436, 'weighted_error': 1.00002406573323}
{'sample_size': 1000, 'difference': -2, 'noise': 0.001, 'n': 10, 'shap_error': 0.0013356451067373077, 'weighted_error': 1.000019526050733}
{'sample_size': 1000, 'difference': 3, 'noise': 0.005, 'n': 10, 'shap_error': 0.0017624108504633452, 'weighted_error': 1.0000257534619725}
{'sample_size': 1000, 'difference': -1, 'noise': 0.01, 'n': 10, 'shap_error': 0.002182074898231302, 'weighted_error': 1.0000316950183339}
{'sample_size': 1000, 'difference': 3, 'noise': 0.05, 'n': 10, 'shap_error': 0.0015913631672384034, 'weighted_error': 1.0000183459898029}
{'sample_size': 1000, 'difference': -1, 'noise': 0.1, 'n': 10, 'shap_error': 0.003960767074577917, 'weighted_error': 1.0000382306363114}
{'sample_size': 1000, 'difference': 6, 'noise': 0.5, 'n': 10, 'shap_error': 0.00873355170757604, 'weighted_error': 1.000126881955091}
{'sample_size': 1000, 'difference': -13, 'noise': 1, 'n': 10, 'shap_error': 0.15377796929288381, 'weighted_error': 1.0002815022384948}
{'sample_size': 1000, 'difference': 2, 'noise': 0.0005, 'n': 10, 'shap_error': 0.011142390825248238, 'weighted_error': 1.0001037912861137}
{'sample_size': 1000, 'difference': -13, 'noise': 0.001, 'n': 10, 'shap_error': 0.008904183501267569, 'weighted_error': 1.0000829442397792}
{'sample_size': 1000, 'difference': -5, 'noise': 0.005, 'n': 10, 'shap_error': 0.004840736867072342, 'weighted_error': 1.0000450912286307}
{'sample_size': 1000, 'difference': 5, 'noise': 0.01, 'n': 10, 'shap_error': 0.0018220899172062422, 'weighted_error': 1.0000169655718398}
{'sample_size': 1000, 'difference': 1, 'noise': 0.05, 'n': 10, 'shap_error': 0.005845215279987595, 'weighted_error': 1.0000544189078542}
{'sample_size': 1000, 'difference': 5, 'noise': 0.1, 'n': 10, 'shap_error': 0.006845953281673427, 'weighted_error': 1.000048338810607}
{'sample_size': 1000, 'difference': 2, 'noise': 0.5, 'n': 10, 'shap_error': 0.010245364229193426, 'weighted_error': 1.0000929096324056}
{'sample_size': 1000, 'difference': -4, 'noise': 1, 'n': 10, 'shap_error': 0.014169047816905474, 'weighted_error': 1.0001218913638863}
{'sample_size': 1000, 'difference': 1, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0009173560731899223, 'weighted_error': 1.00001723828276}
{'sample_size': 1000, 'difference': 10, 'noise': 0.001, 'n': 10, 'shap_error': 0.0014327083029002394, 'weighted_error': 1.0000269234967674}
{'sample_size': 1000, 'difference': -8, 'noise': 0.005, 'n': 10, 'shap_error': 0.001979793308451906, 'weighted_error': 1.0000372091560095}
{'sample_size': 1000, 'difference': -1, 'noise': 0.01, 'n': 10, 'shap_error': 0.0025592632990178296, 'weighted_error': 1.0000480968388548}
{'sample_size': 1000, 'difference': -8, 'noise': 0.05, 'n': 10, 'shap_error': 0.0023374281356837055, 'weighted_error': 1.0000438364068416}
{'sample_size': 1000, 'difference': 1, 'noise': 0.1, 'n': 10, 'shap_error': 0.002268078868875722, 'weighted_error': 1.000039306735509}
{'sample_size': 1000, 'difference': 1, 'noise': 0.5, 'n': 10, 'shap_error': 0.006516080170799433, 'weighted_error': 1.0001179278449237}
{'sample_size': 1000, 'difference': 3, 'noise': 1, 'n': 10, 'shap_error': 0.016594771931059814, 'weighted_error': 1.0002757265986209}
{'sample_size': 1000, 'difference': 5, 'noise': 0.0005, 'n': 10, 'shap_error': 0.012339978638170077, 'weighted_error': 1.0000476934209663}
{'sample_size': 1000, 'difference': -7, 'noise': 0.001, 'n': 10, 'shap_error': 0.014545855392970406, 'weighted_error': 1.0000562165950804}
{'sample_size': 1000, 'difference': -5, 'noise': 0.005, 'n': 10, 'shap_error': 0.004081199762922531, 'weighted_error': 1.0000157674459211}
{'sample_size': 1000, 'difference': 3, 'noise': 0.01, 'n': 10, 'shap_error': 0.01680281645600939, 'weighted_error': 1.0000649137510176}
{'sample_size': 1000, 'difference': 8, 'noise': 0.05, 'n': 10, 'shap_error': 0.005734973554897214, 'weighted_error': 1.000021967223906}
{'sample_size': 1000, 'difference': 3, 'noise': 0.1, 'n': 10, 'shap_error': 0.005299175215538864, 'weighted_error': 1.000019100036153}
{'sample_size': 1000, 'difference': 4, 'noise': 0.5, 'n': 10, 'shap_error': 0.03373207840207425, 'weighted_error': 1.0001136556770733}
{'sample_size': 1000, 'difference': -9, 'noise': 1, 'n': 10, 'shap_error': 0.0390651427900189, 'weighted_error': 1.000084160711687}
{'sample_size': 1000, 'difference': 2, 'noise': 0.0005, 'n': 10, 'shap_error': 0.005109749615015605, 'weighted_error': 1.0000191342189333}
{'sample_size': 1000, 'difference': 0, 'noise': 0.001, 'n': 10, 'shap_error': 0.009931710530929267, 'weighted_error': 1.0000371899227611}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.011834466328555594, 'weighted_error': 1.0000443103027283}
{'sample_size': 1000, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.01897411706645298, 'weighted_error': 1.000071043601859}
{'sample_size': 1000, 'difference': 4, 'noise': 0.05, 'n': 10, 'shap_error': 0.004295728882954523, 'weighted_error': 1.0000160335315829}
{'sample_size': 1000, 'difference': 1, 'noise': 0.1, 'n': 10, 'shap_error': 0.01607893463968326, 'weighted_error': 1.0000595764920441}
{'sample_size': 1000, 'difference': 2, 'noise': 0.5, 'n': 10, 'shap_error': 0.03819423599021615, 'weighted_error': 1.0001274063593837}
{'sample_size': 1000, 'difference': -7, 'noise': 1, 'n': 10, 'shap_error': 0.02140032774380531, 'weighted_error': 1.0000176888975552}
{'sample_size': 1000, 'difference': -1, 'noise': 0.0005, 'n': 10, 'shap_error': 0.005992912837685472, 'weighted_error': 1.0000714493215892}
{'sample_size': 1000, 'difference': 7, 'noise': 0.001, 'n': 10, 'shap_error': 0.004914899328882873, 'weighted_error': 1.0000585910309931}
{'sample_size': 1000, 'difference': 9, 'noise': 0.005, 'n': 10, 'shap_error': 0.005990303799941216, 'weighted_error': 1.0000714163644875}
{'sample_size': 1000, 'difference': 3, 'noise': 0.01, 'n': 10, 'shap_error': 0.010304676676945259, 'weighted_error': 1.000122849840641}
{'sample_size': 1000, 'difference': -3, 'noise': 0.05, 'n': 10, 'shap_error': 0.0058680500625675775, 'weighted_error': 1.0000694730545663}
{'sample_size': 1000, 'difference': -4, 'noise': 0.1, 'n': 10, 'shap_error': 0.012296644976578003, 'weighted_error': 1.0001457965611875}
{'sample_size': 1000, 'difference': 4, 'noise': 0.5, 'n': 10, 'shap_error': 0.01184477022351892, 'weighted_error': 1.0001199003323782}
{'sample_size': 1000, 'difference': -5, 'noise': 1, 'n': 10, 'shap_error': 0.09048104141491571, 'weighted_error': 1.000706618496514}
{'sample_size': 1000, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.01248204758464436, 'weighted_error': 1.0000977399758766}
{'sample_size': 1000, 'difference': -4, 'noise': 0.001, 'n': 10, 'shap_error': 0.00623926043067999, 'weighted_error': 1.0000488537041523}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.0056492516699107685, 'weighted_error': 1.0000442368329199}
{'sample_size': 1000, 'difference': 3, 'noise': 0.01, 'n': 10, 'shap_error': 0.0016542983067892067, 'weighted_error': 1.0000129338202821}
{'sample_size': 1000, 'difference': -1, 'noise': 0.05, 'n': 10, 'shap_error': 0.011194976761965226, 'weighted_error': 1.0000876544447352}
{'sample_size': 1000, 'difference': -8, 'noise': 0.1, 'n': 10, 'shap_error': 0.014441083323952036, 'weighted_error': 1.0001096199804174}
{'sample_size': 1000, 'difference': 5, 'noise': 0.5, 'n': 10, 'shap_error': 0.024652096113699448, 'weighted_error': 1.0001345588387784}
{'sample_size': 1000, 'difference': 8, 'noise': 1, 'n': 10, 'shap_error': 0.03181352064132069, 'weighted_error': 1.0002404017977153}
