{'sample_size': 1000, 'difference': 2, 'noise': 0.5, 'n': 10, 'shap_error': 0.026187901438684935, 'weighted_error': 1.0000945956321305}
{'sample_size': 1000, 'difference': 1, 'noise': 1, 'n': 10, 'shap_error': 0.02667037812113652, 'weighted_error': 1.0003414335168856}
{'sample_size': 1000, 'difference': 5, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0020183898079744354, 'weighted_error': 1.0000248882108245}
{'sample_size': 1000, 'difference': 1, 'noise': 0.001, 'n': 10, 'shap_error': 0.003301919492940389, 'weighted_error': 1.0000407258645316}
{'sample_size': 1000, 'difference': -3, 'noise': 0.005, 'n': 10, 'shap_error': 0.003517619902194366, 'weighted_error': 1.0000433833510223}
{'sample_size': 1000, 'difference': -8, 'noise': 0.01, 'n': 10, 'shap_error': 0.002235794891114684, 'weighted_error': 1.000027579733559}
{'sample_size': 1000, 'difference': 3, 'noise': 0.05, 'n': 10, 'shap_error': 0.0034964509293606075, 'weighted_error': 1.0000419694843445}
{'sample_size': 1000, 'difference': 1, 'noise': 0.1, 'n': 10, 'shap_error': 0.009992050369245546, 'weighted_error': 1.0001186271531874}
{'sample_size': 1000, 'difference': 7, 'noise': 0.5, 'n': 10, 'shap_error': 0.011256510599871334, 'weighted_error': 1.0001350257350752}
{'sample_size': 1000, 'difference': 8, 'noise': 1, 'n': 10, 'shap_error': 0.0684072295869278, 'weighted_error': 1.0003135207861216}
{'sample_size': 1000, 'difference': -2, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0026896813602071473, 'weighted_error': 1.0000871246513559}
{'sample_size': 1000, 'difference': 2, 'noise': 0.001, 'n': 10, 'shap_error': 0.003091713311373443, 'weighted_error': 1.0001001646824483}
{'sample_size': 1000, 'difference': -5, 'noise': 0.005, 'n': 10, 'shap_error': 0.000832969715111912, 'weighted_error': 1.000026986061871}
{'sample_size': 1000, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.0021621726693630337, 'weighted_error': 1.0000700328787673}
{'sample_size': 1000, 'difference': 5, 'noise': 0.05, 'n': 10, 'shap_error': 0.0009554190931176812, 'weighted_error': 1.000030211515034}
{'sample_size': 1000, 'difference': 5, 'noise': 0.1, 'n': 10, 'shap_error': 0.0011597612581962758, 'weighted_error': 1.0000371141454683}
{'sample_size': 1000, 'difference': 4, 'noise': 0.5, 'n': 10, 'shap_error': 0.03191580225679883, 'weighted_error': 1.000404356879939}
{'sample_size': 1000, 'difference': -1, 'noise': 1, 'n': 10, 'shap_error': 0.09262442206342925, 'weighted_error': 1.000469711255796}
{'sample_size': 1000, 'difference': -2, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0021912290072958534, 'weighted_error': 1.000016835691582}
{'sample_size': 1000, 'difference': 1, 'noise': 0.001, 'n': 10, 'shap_error': 0.0008430667123134134, 'weighted_error': 1.0000064779142452}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.015225461146919639, 'weighted_error': 1.000116965747402}
{'sample_size': 1000, 'difference': 3, 'noise': 0.01, 'n': 10, 'shap_error': 0.005141821962996814, 'weighted_error': 1.000039480456385}
{'sample_size': 1000, 'difference': 4, 'noise': 0.05, 'n': 10, 'shap_error': 0.003198687398568189, 'weighted_error': 1.000023508013476}
{'sample_size': 1000, 'difference': -4, 'noise': 0.1, 'n': 10, 'shap_error': 0.006096263739135067, 'weighted_error': 1.0000425743379693}
{'sample_size': 1000, 'difference': 1, 'noise': 0.5, 'n': 10, 'shap_error': 0.0050285068852566565, 'weighted_error': 1.0000381818147097}
{'sample_size': 1000, 'difference': 10, 'noise': 1, 'n': 10, 'shap_error': 0.0776749999792912, 'weighted_error': 1.0001694737344042}
{'sample_size': 1000, 'difference': -5, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0038715083008178755, 'weighted_error': 1.000042494809511}
{'sample_size': 1000, 'difference': -1, 'noise': 0.001, 'n': 10, 'shap_error': 0.003560958106594292, 'weighted_error': 1.00003908610506}
{'sample_size': 1000, 'difference': -3, 'noise': 0.005, 'n': 10, 'shap_error': 0.0017400183856800169, 'weighted_error': 1.000019101075064}
{'sample_size': 1000, 'difference': -1, 'noise': 0.01, 'n': 10, 'shap_error': 0.0023473791830264682, 'weighted_error': 1.0000257669898789}
{'sample_size': 1000, 'difference': -5, 'noise': 0.05, 'n': 10, 'shap_error': 0.006002249759324118, 'weighted_error': 1.0000658718213797}
{'sample_size': 1000, 'difference': -3, 'noise': 0.1, 'n': 10, 'shap_error': 0.003231513913837505, 'weighted_error': 1.0000342575773844}
{'sample_size': 1000, 'difference': 6, 'noise': 0.5, 'n': 10, 'shap_error': 0.0030463487006705007, 'weighted_error': 1.000032692534108}
{'sample_size': 1000, 'difference': -6, 'noise': 1, 'n': 10, 'shap_error': 0.02721982132769297, 'weighted_error': 1.0002948799515836}
{'sample_size': 1000, 'difference': 5, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0006839529113856425, 'weighted_error': 1.0000156450715862}
{'sample_size': 1000, 'difference': -6, 'noise': 0.001, 'n': 10, 'shap_error': 0.00220432879867333, 'weighted_error': 1.0000504274345943}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.0021376992335431083, 'weighted_error': 1.0000488461129677}
{'sample_size': 1000, 'difference': -3, 'noise': 0.01, 'n': 10, 'shap_error': 0.00472954789810818, 'weighted_error': 1.0001079644714483}
{'sample_size': 1000, 'difference': 0, 'noise': 0.05, 'n': 10, 'shap_error': 0.005170147047630863, 'weighted_error': 1.0001182052869648}
{'sample_size': 1000, 'difference': 6, 'noise': 0.1, 'n': 10, 'shap_error': 0.0027003806016863948, 'weighted_error': 1.0000494502387796}
{'sample_size': 1000, 'difference': -3, 'noise': 0.5, 'n': 10, 'shap_error': 0.00927962793497276, 'weighted_error': 1.000212287651856}
{'sample_size': 1000, 'difference': 2, 'noise': 1, 'n': 10, 'shap_error': 0.04559745882015319, 'weighted_error': 1.0003570666959423}
{'sample_size': 1000, 'difference': -2, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0011841647776088121, 'weighted_error': 1.0000293888032916}
{'sample_size': 1000, 'difference': 1, 'noise': 0.001, 'n': 10, 'shap_error': 0.0019081760153455008, 'weighted_error': 1.0000473404830392}
{'sample_size': 1000, 'difference': -2, 'noise': 0.005, 'n': 10, 'shap_error': 0.00256880010378591, 'weighted_error': 1.0000637310474534}
{'sample_size': 1000, 'difference': 3, 'noise': 0.01, 'n': 10, 'shap_error': 0.001621117216413313, 'weighted_error': 1.0000400426912528}
{'sample_size': 1000, 'difference': -2, 'noise': 0.05, 'n': 10, 'shap_error': 0.0017633166362020826, 'weighted_error': 1.0000436633254615}
{'sample_size': 1000, 'difference': 4, 'noise': 0.1, 'n': 10, 'shap_error': 0.0016508152982081252, 'weighted_error': 1.0000406241705533}
{'sample_size': 1000, 'difference': 3, 'noise': 0.5, 'n': 10, 'shap_error': 0.024651891434446883, 'weighted_error': 1.0002289457720355}
{'sample_size': 1000, 'difference': 6, 'noise': 1, 'n': 10, 'shap_error': 0.038481832980382304, 'weighted_error': 1.0009218728807432}
{'sample_size': 1000, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.009684101832632241, 'weighted_error': 1.0000463954269105}
{'sample_size': 1000, 'difference': -6, 'noise': 0.001, 'n': 10, 'shap_error': 0.006808785853041612, 'weighted_error': 1.0000326211782475}
{'sample_size': 1000, 'difference': -10, 'noise': 0.005, 'n': 10, 'shap_error': 0.007876884421999575, 'weighted_error': 1.000037743943807}
{'sample_size': 1000, 'difference': -6, 'noise': 0.01, 'n': 10, 'shap_error': 0.002391337707409835, 'weighted_error': 1.0000114551087478}
{'sample_size': 1000, 'difference': 4, 'noise': 0.05, 'n': 10, 'shap_error': 0.005452644047118321, 'weighted_error': 1.000026070487221}
{'sample_size': 1000, 'difference': -3, 'noise': 0.1, 'n': 10, 'shap_error': 0.018854015370774167, 'weighted_error': 1.0000903243430344}
{'sample_size': 1000, 'difference': 4, 'noise': 0.5, 'n': 10, 'shap_error': 0.026398473045053134, 'weighted_error': 1.0001211219313706}
{'sample_size': 1000, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.0535341003732927, 'weighted_error': 1.0002110559522523}
{'sample_size': 1000, 'difference': 3, 'noise': 0.0005, 'n': 10, 'shap_error': 0.003765302119526126, 'weighted_error': 1.0000241743675586}
{'sample_size': 1000, 'difference': -7, 'noise': 0.001, 'n': 10, 'shap_error': 0.015658120970064804, 'weighted_error': 1.000100524271222}
{'sample_size': 1000, 'difference': 2, 'noise': 0.005, 'n': 10, 'shap_error': 0.00598892959621798, 'weighted_error': 1.000038439357739}
{'sample_size': 1000, 'difference': 2, 'noise': 0.01, 'n': 10, 'shap_error': 0.01444809038846609, 'weighted_error': 1.0000927234490473}
{'sample_size': 1000, 'difference': -3, 'noise': 0.05, 'n': 10, 'shap_error': 0.010352494769679275, 'weighted_error': 1.000066028614559}
{'sample_size': 1000, 'difference': 0, 'noise': 0.1, 'n': 10, 'shap_error': 0.013088701713309506, 'weighted_error': 1.0000827493046136}
{'sample_size': 1000, 'difference': 2, 'noise': 0.5, 'n': 10, 'shap_error': 0.012852263685557233, 'weighted_error': 1.000080802079547}
{'sample_size': 1000, 'difference': -7, 'noise': 1, 'n': 10, 'shap_error': 0.10505973409599664, 'weighted_error': 1.0005473332388435}
{'sample_size': 1000, 'difference': -2, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0011862711165282142, 'weighted_error': 1.0000362371969276}
{'sample_size': 1000, 'difference': -11, 'noise': 0.001, 'n': 10, 'shap_error': 0.0013795694513487244, 'weighted_error': 1.000042128326326}
{'sample_size': 1000, 'difference': 2, 'noise': 0.005, 'n': 10, 'shap_error': 0.000865140533056049, 'weighted_error': 1.000026420608745}
{'sample_size': 1000, 'difference': -2, 'noise': 0.01, 'n': 10, 'shap_error': 0.004118382866938656, 'weighted_error': 1.0001257853457142}
{'sample_size': 1000, 'difference': 3, 'noise': 0.05, 'n': 10, 'shap_error': 0.00032041296556313434, 'weighted_error': 1.0000071583978973}
{'sample_size': 1000, 'difference': -4, 'noise': 0.1, 'n': 10, 'shap_error': 0.003121803326447758, 'weighted_error': 1.0000953685142084}
{'sample_size': 1000, 'difference': -1, 'noise': 0.5, 'n': 10, 'shap_error': 0.014723995981576707, 'weighted_error': 1.0001419100054365}
{'sample_size': 1000, 'difference': -2, 'noise': 1, 'n': 10, 'shap_error': 0.012698101437409867, 'weighted_error': 1.000265449610489}
{'sample_size': 1000, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0013286010873972594, 'weighted_error': 1.000046195502861}
{'sample_size': 1000, 'difference': 5, 'noise': 0.001, 'n': 10, 'shap_error': 0.001238834556203183, 'weighted_error': 1.0000430712209682}
{'sample_size': 1000, 'difference': -3, 'noise': 0.005, 'n': 10, 'shap_error': 0.0030295286527983975, 'weighted_error': 1.0001053201815744}
{'sample_size': 1000, 'difference': -8, 'noise': 0.01, 'n': 10, 'shap_error': 0.001104421406563349, 'weighted_error': 1.000038224728262}
{'sample_size': 1000, 'difference': -7, 'noise': 0.05, 'n': 10, 'shap_error': 0.0029780556093207604, 'weighted_error': 1.0001025692481613}
{'sample_size': 1000, 'difference': 10, 'noise': 0.1, 'n': 10, 'shap_error': 0.0016547577924519556, 'weighted_error': 1.0000433655333631}
{'sample_size': 1000, 'difference': 1, 'noise': 0.5, 'n': 10, 'shap_error': 0.00531198753617851, 'weighted_error': 1.0001835144865234}
{'sample_size': 1000, 'difference': 3, 'noise': 1, 'n': 10, 'shap_error': 0.06408339667524414, 'weighted_error': 1.0016546240414825}
{'sample_size': 1000, 'difference': -9, 'noise': 0.0005, 'n': 10, 'shap_error': 0.009696596179371552, 'weighted_error': 1.0000817142553473}
{'sample_size': 1000, 'difference': 4, 'noise': 0.001, 'n': 10, 'shap_error': 0.003928357305793624, 'weighted_error': 1.0000331082298932}
{'sample_size': 1000, 'difference': -4, 'noise': 0.005, 'n': 10, 'shap_error': 0.004136250693277461, 'weighted_error': 1.0000348545803956}
{'sample_size': 1000, 'difference': -3, 'noise': 0.01, 'n': 10, 'shap_error': 0.006620298054748045, 'weighted_error': 1.0000557644614034}
{'sample_size': 1000, 'difference': -14, 'noise': 0.05, 'n': 10, 'shap_error': 0.006248873876083254, 'weighted_error': 1.0000519272353254}
{'sample_size': 1000, 'difference': -2, 'noise': 0.1, 'n': 10, 'shap_error': 0.005430020894245611, 'weighted_error': 1.0000453150254538}
{'sample_size': 1000, 'difference': -7, 'noise': 0.5, 'n': 10, 'shap_error': 0.010011215877167164, 'weighted_error': 1.0000756237340322}
{'sample_size': 1000, 'difference': 3, 'noise': 1, 'n': 10, 'shap_error': 0.022989875372013965, 'weighted_error': 1.0001488775677425}
{'sample_size': 1000, 'difference': 1, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0077311236688128865, 'weighted_error': 1.0000695676072282}
{'sample_size': 1000, 'difference': -4, 'noise': 0.001, 'n': 10, 'shap_error': 0.005207309986348296, 'weighted_error': 1.0000468575113768}
{'sample_size': 1000, 'difference': 2, 'noise': 0.005, 'n': 10, 'shap_error': 0.005195316979429267, 'weighted_error': 1.0000467346693285}
{'sample_size': 1000, 'difference': 8, 'noise': 0.01, 'n': 10, 'shap_error': 0.005823792714608672, 'weighted_error': 1.0000524022455637}
{'sample_size': 1000, 'difference': 2, 'noise': 0.05, 'n': 10, 'shap_error': 0.0009906240536078773, 'weighted_error': 1.0000086319196972}
{'sample_size': 1000, 'difference': 6, 'noise': 0.1, 'n': 10, 'shap_error': 0.003070288396094822, 'weighted_error': 1.0000275061265667}
{'sample_size': 1000, 'difference': -4, 'noise': 0.5, 'n': 10, 'shap_error': 0.013472640592842224, 'weighted_error': 1.0001183690288873}
{'sample_size': 1000, 'difference': 2, 'noise': 1, 'n': 10, 'shap_error': 0.07199271212388503, 'weighted_error': 1.0004165070488589}
{'sample_size': 1000, 'difference': -2, 'noise': 0.0005, 'n': 10, 'shap_error': 0.024589351235596434, 'weighted_error': 1.0001165051334586}
{'sample_size': 1000, 'difference': -3, 'noise': 0.001, 'n': 10, 'shap_error': 0.0070807826785461644, 'weighted_error': 1.0000335483113438}
{'sample_size': 1000, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.004450271364933055, 'weighted_error': 1.0000210798225788}
{'sample_size': 1000, 'difference': 2, 'noise': 0.01, 'n': 10, 'shap_error': 0.012207777740923294, 'weighted_error': 1.0000578149780845}
{'sample_size': 1000, 'difference': 6, 'noise': 0.05, 'n': 10, 'shap_error': 0.013495374197899876, 'weighted_error': 1.000063044661851}
{'sample_size': 1000, 'difference': -1, 'noise': 0.1, 'n': 10, 'shap_error': 0.00893489689218989, 'weighted_error': 1.0000419974964025}
{'sample_size': 1000, 'difference': 6, 'noise': 0.5, 'n': 10, 'shap_error': 0.014452289069821786, 'weighted_error': 1.0000600329279974}
{'sample_size': 1000, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.09615279981872396, 'weighted_error': 1.0003019938755058}
{'sample_size': 1000, 'difference': -11, 'noise': 0.0005, 'n': 10, 'shap_error': 0.00031564484427820173, 'weighted_error': 1.0000696848933988}
{'sample_size': 1000, 'difference': 2, 'noise': 0.001, 'n': 10, 'shap_error': 8.468313690782053e-05, 'weighted_error': 1.0000186934033157}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.00013520211068156486, 'weighted_error': 1.0000298552053053}
{'sample_size': 1000, 'difference': -7, 'noise': 0.01, 'n': 10, 'shap_error': 0.00044184006862912846, 'weighted_error': 1.0000975460259918}
{'sample_size': 1000, 'difference': -4, 'noise': 0.05, 'n': 10, 'shap_error': 0.00015129614480090104, 'weighted_error': 1.0000268673546742}
{'sample_size': 1000, 'difference': -1, 'noise': 0.1, 'n': 10, 'shap_error': 0.0010684531483191348, 'weighted_error': 1.0002282909137312}
{'sample_size': 1000, 'difference': -1, 'noise': 0.5, 'n': 10, 'shap_error': 0.01572753510030018, 'weighted_error': 1.0031603559959708}
{'sample_size': 1000, 'difference': -3, 'noise': 1, 'n': 10, 'shap_error': 0.01997394685395027, 'weighted_error': 1.0041867229584756}
{'sample_size': 1000, 'difference': 6, 'noise': 0.0005, 'n': 10, 'shap_error': 0.00467089291248776, 'weighted_error': 1.0000365753050358}
{'sample_size': 1000, 'difference': -1, 'noise': 0.001, 'n': 10, 'shap_error': 0.01011861124985209, 'weighted_error': 1.000079229677938}
{'sample_size': 1000, 'difference': -2, 'noise': 0.005, 'n': 10, 'shap_error': 0.003945338484019345, 'weighted_error': 1.0000308909521973}
{'sample_size': 1000, 'difference': 8, 'noise': 0.01, 'n': 10, 'shap_error': 0.006791109453395847, 'weighted_error': 1.0000530717989842}
{'sample_size': 1000, 'difference': -6, 'noise': 0.05, 'n': 10, 'shap_error': 0.009842709934585619, 'weighted_error': 1.0000769948780166}
{'sample_size': 1000, 'difference': 9, 'noise': 0.1, 'n': 10, 'shap_error': 0.0033554656030550583, 'weighted_error': 1.0000255289842515}
{'sample_size': 1000, 'difference': -9, 'noise': 0.5, 'n': 10, 'shap_error': 0.016627360009828708, 'weighted_error': 1.0001227597800164}
{'sample_size': 1000, 'difference': 5, 'noise': 1, 'n': 10, 'shap_error': 0.050806780676936523, 'weighted_error': 1.0001281284464671}
{'sample_size': 1000, 'difference': -11, 'noise': 0.0005, 'n': 10, 'shap_error': 0.023972805483670867, 'weighted_error': 1.0000539687486392}
{'sample_size': 1000, 'difference': 4, 'noise': 0.001, 'n': 10, 'shap_error': 0.01744524375867944, 'weighted_error': 1.000039277853074}
{'sample_size': 1000, 'difference': 5, 'noise': 0.005, 'n': 10, 'shap_error': 0.02538148284284892, 'weighted_error': 1.0000571408551946}
{'sample_size': 1000, 'difference': -5, 'noise': 0.01, 'n': 10, 'shap_error': 0.03196500211370251, 'weighted_error': 1.0000719554170823}
{'sample_size': 1000, 'difference': -2, 'noise': 0.05, 'n': 10, 'shap_error': 0.015020771683436976, 'weighted_error': 1.0000337640721664}
{'sample_size': 1000, 'difference': 3, 'noise': 0.1, 'n': 10, 'shap_error': 0.029718371689212493, 'weighted_error': 1.000066198351481}
{'sample_size': 1000, 'difference': -7, 'noise': 0.5, 'n': 10, 'shap_error': 0.06057798629235152, 'weighted_error': 1.0000981982321862}
{'sample_size': 1000, 'difference': 7, 'noise': 1, 'n': 10, 'shap_error': 0.11309355067276154, 'weighted_error': 1.0001839749755999}
{'sample_size': 1000, 'difference': 7, 'noise': 0.0005, 'n': 10, 'shap_error': 0.003743210152172375, 'weighted_error': 1.0000574747098325}
{'sample_size': 1000, 'difference': 2, 'noise': 0.001, 'n': 10, 'shap_error': 0.004320327490785697, 'weighted_error': 1.0000663437184891}
{'sample_size': 1000, 'difference': 4, 'noise': 0.005, 'n': 10, 'shap_error': 0.0029976562612924066, 'weighted_error': 1.0000460318553313}
{'sample_size': 1000, 'difference': -1, 'noise': 0.01, 'n': 10, 'shap_error': 0.0015778516407599428, 'weighted_error': 1.0000242182643202}
{'sample_size': 1000, 'difference': 4, 'noise': 0.05, 'n': 10, 'shap_error': 0.0015431622232256529, 'weighted_error': 1.0000236857923708}
{'sample_size': 1000, 'difference': -3, 'noise': 0.1, 'n': 10, 'shap_error': 0.007263652550063421, 'weighted_error': 1.000111368691909}
{'sample_size': 1000, 'difference': -1, 'noise': 0.5, 'n': 10, 'shap_error': 0.015032083357739737, 'weighted_error': 1.0002304818177452}
{'sample_size': 1000, 'difference': -6, 'noise': 1, 'n': 10, 'shap_error': 0.04793542419988908, 'weighted_error': 1.0004457376118372}
{'sample_size': 1000, 'difference': -8, 'noise': 0.0005, 'n': 10, 'shap_error': 0.026621023802523142, 'weighted_error': 1.0001342546160565}
{'sample_size': 1000, 'difference': -3, 'noise': 0.001, 'n': 10, 'shap_error': 0.01340553616975174, 'weighted_error': 1.0000676040206058}
{'sample_size': 1000, 'difference': -5, 'noise': 0.005, 'n': 10, 'shap_error': 0.018181697728368345, 'weighted_error': 1.0000916784159737}
{'sample_size': 1000, 'difference': 3, 'noise': 0.01, 'n': 10, 'shap_error': 0.0028733750882572275, 'weighted_error': 1.0000144761355432}
{'sample_size': 1000, 'difference': 3, 'noise': 0.05, 'n': 10, 'shap_error': 0.004371291572193555, 'weighted_error': 1.0000211892811819}
{'sample_size': 1000, 'difference': -12, 'noise': 0.1, 'n': 10, 'shap_error': 0.028214848288121624, 'weighted_error': 1.000142217660593}
{'sample_size': 1000, 'difference': -7, 'noise': 0.5, 'n': 10, 'shap_error': 0.03156725586855587, 'weighted_error': 1.000074114364047}
{'sample_size': 1000, 'difference': 3, 'noise': 1, 'n': 10, 'shap_error': 0.028043599270311286, 'weighted_error': 1.0001405126342604}
{'sample_size': 1000, 'difference': -1, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0033308059913646076, 'weighted_error': 1.0000325618628567}
{'sample_size': 1000, 'difference': -1, 'noise': 0.001, 'n': 10, 'shap_error': 0.001464657122960041, 'weighted_error': 1.0000143143976161}
{'sample_size': 1000, 'difference': 0, 'noise': 0.005, 'n': 10, 'shap_error': 0.006498102456757898, 'weighted_error': 1.0000635074226347}
{'sample_size': 1000, 'difference': 8, 'noise': 0.01, 'n': 10, 'shap_error': 0.004134263128929856, 'weighted_error': 1.0000403848695982}
{'sample_size': 1000, 'difference': 5, 'noise': 0.05, 'n': 10, 'shap_error': 0.0018012154187004783, 'weighted_error': 1.0000168351394232}
{'sample_size': 1000, 'difference': 2, 'noise': 0.1, 'n': 10, 'shap_error': 0.004422868974715712, 'weighted_error': 1.0000404867356825}
{'sample_size': 1000, 'difference': -2, 'noise': 0.5, 'n': 10, 'shap_error': 0.009408818971663313, 'weighted_error': 1.0000233209337166}
{'sample_size': 1000, 'difference': 0, 'noise': 1, 'n': 10, 'shap_error': 0.024045276847616804, 'weighted_error': 1.0001452155963735}
{'sample_size': 1000, 'difference': -9, 'noise': 0.0005, 'n': 10, 'shap_error': 0.013484882686171836, 'weighted_error': 1.0000668526442391}
{'sample_size': 1000, 'difference': 4, 'noise': 0.001, 'n': 10, 'shap_error': 0.008619292999131872, 'weighted_error': 1.0000427321216552}
{'sample_size': 1000, 'difference': -1, 'noise': 0.005, 'n': 10, 'shap_error': 0.026122215452864233, 'weighted_error': 1.0001295038332068}
{'sample_size': 1000, 'difference': 0, 'noise': 0.01, 'n': 10, 'shap_error': 0.01167874443357853, 'weighted_error': 1.0000578846587156}
{'sample_size': 1000, 'difference': 3, 'noise': 0.05, 'n': 10, 'shap_error': 0.0035456695510419772, 'weighted_error': 1.000017437640385}
{'sample_size': 1000, 'difference': -1, 'noise': 0.1, 'n': 10, 'shap_error': 0.011015241766977473, 'weighted_error': 1.0000536830926983}
{'sample_size': 1000, 'difference': 0, 'noise': 0.5, 'n': 10, 'shap_error': 0.026007622924535727, 'weighted_error': 1.0000671060299053}
{'sample_size': 1000, 'difference': 3, 'noise': 1, 'n': 10, 'shap_error': 0.054425487725381895, 'weighted_error': 1.0001767907678747}
{'sample_size': 1000, 'difference': 3, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0006274940686792496, 'weighted_error': 1.0000112354613253}
{'sample_size': 1000, 'difference': 2, 'noise': 0.001, 'n': 10, 'shap_error': 0.0010908403824247581, 'weighted_error': 1.0000195289558427}
{'sample_size': 1000, 'difference': 6, 'noise': 0.005, 'n': 10, 'shap_error': 0.0013741885455941503, 'weighted_error': 1.0000245898180338}
{'sample_size': 1000, 'difference': 3, 'noise': 0.01, 'n': 10, 'shap_error': 0.0013382044517989643, 'weighted_error': 1.0000239038207386}
{'sample_size': 1000, 'difference': -9, 'noise': 0.05, 'n': 10, 'shap_error': 0.0042721552362591534, 'weighted_error': 1.0000749353683942}
{'sample_size': 1000, 'difference': 4, 'noise': 0.1, 'n': 10, 'shap_error': 0.002116535259246089, 'weighted_error': 1.000033962880503}
{'sample_size': 1000, 'difference': -3, 'noise': 0.5, 'n': 10, 'shap_error': 0.026264321236381914, 'weighted_error': 1.0003824162728947}
{'sample_size': 1000, 'difference': -3, 'noise': 1, 'n': 10, 'shap_error': 0.07848177148870045, 'weighted_error': 1.0008313597600145}
{'sample_size': 1000, 'difference': 3, 'noise': 0.0005, 'n': 10, 'shap_error': 0.0007653763400538823, 'weighted_error': 1.0000269166963502}
{'sample_size': 1000, 'difference': 1, 'noise': 0.001, 'n': 10, 'shap_error': 0.0008735678700780254, 'weighted_error': 1.0000307245572442}
{'sample_size': 1000, 'difference': -3, 'noise': 0.005, 'n': 10, 'shap_error': 0.0014478609844301273, 'weighted_error': 1.0000509197978298}
{'sample_size': 1000, 'difference': -6, 'noise': 0.01, 'n': 10, 'shap_error': 0.0013474930929279014, 'weighted_error': 1.0000473880362022}
{'sample_size': 1000, 'difference': 5, 'noise': 0.05, 'n': 10, 'shap_error': 0.0006169784797856347, 'weighted_error': 1.0000210410443005}
{'sample_size': 1000, 'difference': 5, 'noise': 0.1, 'n': 10, 'shap_error': 0.0009872939501130852, 'weighted_error': 1.0000331820231552}
{'sample_size': 1000, 'difference': -2, 'noise': 0.5, 'n': 10, 'shap_error': 0.0038611188521582725, 'weighted_error': 1.0001355026854242}
{'sample_size': 1000, 'difference': 2, 'noise': 1, 'n': 10, 'shap_error': 0.02840031246026606, 'weighted_error': 1.0007356359638864}
{'sample_size': 1000, 'difference': 5, 'noise': 0.0005, 'n': 10, 'shap_error': 0.014232212259655133, 'weighted_error': 1.0000540213233313}
{'sample_size': 1000, 'difference': 2, 'noise': 0.001, 'n': 10, 'shap_error': 0.01671708948345001, 'weighted_error': 1.00006346145395}
{'sample_size': 1000, 'difference': 2, 'noise': 0.005, 'n': 10, 'shap_error': 0.010834007136540518, 'weighted_error': 1.0000411139984353}
{'sample_size': 1000, 'difference': -12, 'noise': 0.01, 'n': 10, 'shap_error': 0.015611750851342521, 'weighted_error': 1.000059260808944}
{'sample_size': 1000, 'difference': -10, 'noise': 0.05, 'n': 10, 'shap_error': 0.04912991376019257, 'weighted_error': 1.0001857987327074}
{'sample_size': 1000, 'difference': 1, 'noise': 0.1, 'n': 10, 'shap_error': 0.019309776261031114, 'weighted_error': 1.000073005145647}
{'sample_size': 1000, 'difference': -4, 'noise': 0.5, 'n': 10, 'shap_error': 0.011799224079947504, 'weighted_error': 1.0000248421795963}
{'sample_size': 1000, 'difference': -8, 'noise': 1, 'n': 10, 'shap_error': 0.0764077285525476, 'weighted_error': 1.000216872802612}
{'sample_size': 1000, 'difference': 0, 'noise': 0.0005, 'n': 10, 'shap_error': 0.012988012096385624, 'weighted_error': 1.0000937548862145}
{'sample_size': 1000, 'difference': 2, 'noise': 0.001, 'n': 10, 'shap_error': 0.004299379411092913, 'weighted_error': 1.0000310373400907}
{'sample_size': 1000, 'difference': 1, 'noise': 0.005, 'n': 10, 'shap_error': 0.010032492054036404, 'weighted_error': 1.000072427291784}
{'sample_size': 1000, 'difference': -5, 'noise': 0.01, 'n': 10, 'shap_error': 0.007708787234051433, 'weighted_error': 1.0000556376560579}
{'sample_size': 1000, 'difference': -2, 'noise': 0.05, 'n': 10, 'shap_error': 0.003194862140792528, 'weighted_error': 1.0000230587487795}
{'sample_size': 1000, 'difference': 7, 'noise': 0.1, 'n': 10, 'shap_error': 0.005227025994424555, 'weighted_error': 1.000036420198145}
{'sample_size': 1000, 'difference': 5, 'noise': 0.5, 'n': 10, 'shap_error': 0.016296044151872344, 'weighted_error': 1.0001176346549008}
{'sample_size': 1000, 'difference': -7, 'noise': 1, 'n': 10, 'shap_error': 0.05465505918926963, 'weighted_error': 1.0003945217692465}
